Agency,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control,DateTime,Address Number,Cyclist Involved,Pedestrian Involved
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W 3RD,S CORY LN,,,,39.164544,-86.560096,LOCAL/CITY RD,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,LEFT TURN,SOUTHCORYLNWEST3RDST,TRAFFIC CONTROL SIGNAL,2019-02-12 17:33:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 46,S CLARIZZ BLVD,,,,39.16424,-86.4908,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,BRAKE FAILURE OR DEFECTIVE,REAR END,E 3RDSTSCLARIZZBLVD,TRAFFIC CONTROL SIGNAL,2019-02-12 19:45:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,2.0,0.0,0.0,,,,E 10TH,N GRANT ST,,,,39.171696,-86.529696,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,BLOWING SAND/SOIL/SNOW,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,E 10THSTNGRANTST,STOP SIGN,2019-02-12 13:45:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,2800.0,,,E BUICK CADILLAC ALLEYWAY,E BUICK CADILLAC BLVD,,,,39.1596,-86.490784,UNKNOWN,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,2800EBUICKCADILLACALLEYWAYBLVDEASTBUICKCADILLACBLVD,STOP SIGN,2019-02-12 13:20:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S COLLEGE MALL,E 2ND ST,,,,39.16094,-86.4977,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,2NDSTCOLLEGEMALLRD,TRAFFIC CONTROL SIGNAL,2019-02-12 11:38:00,,,
BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0.0,0.0,,,,S HIGH,E ATWATER AVE,,,,39.16304,-86.508288,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EASTATWATERAVESOUTHHIGHST,TRAFFIC CONTROL SIGNAL,2019-02-12 16:00:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S PARK SQUARE,,,600.0,S,39.15969689,-86.59180464,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,UNSAFE LN MOVEMENT,SAME DIRECTION SIDESWIPE,PARKSQUAREDRSUNSETDR,NONE,2019-02-12 08:30:00,,,
BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,W 17TH,N COLLEGE AVE,,,,39.17896,-86.53472,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,NCOLLEGEAVEW17THST,TRAFFIC CONTROL SIGNAL,2019-02-12 19:51:00,,,True
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,3800.0,,,W GIFFORD,,,,,39.15632,-86.58366,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,WGIFFORDRD,NONE,2019-02-12 06:12:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,N WALNUT,ST RD 45/56,,,,39.186368,-86.5344,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NWALNUTSTST RD 46E,TRAFFIC CONTROL SIGNAL,2019-02-13 09:27:00,,,
BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0.0,0.0,,,,E 3RD,S GRANT ST,,100.0,E,39.16464,-86.52937519,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,3RDSTGRANTST,NONE,2019-02-13 08:07:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N EAGLESON AVE,E LAW LN,,,,39.173552,-86.515488,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,LAWLNNEAGLESON AVEAVE,NONE,2019-02-13 09:05:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 46,W ARLINGTON RD,,,,39.209808,-86.582672,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ARLINGTONRDST RD 46 W,LN CONTROL,2019-02-13 08:38:00,,,
BLOOMINGTON PD,BLOOMFIELD(GREENE),1,0.0,0.0,0.0,1.0,,,,E SYLVANIA,N DEER LAKE DR,,100.0,W,39.02649,-86.75197132,LOCAL/CITY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,DEERLAKERDEASTSYLVANIARD,NONE,2019-02-13 20:30:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,E WHISNAND,W ST RD 37,,,,39.22258,-86.51713,LOCAL/CITY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,OLDSTATERD37RDWHISNANDRD,NONE,2019-02-13 22:16:00,,,
MONROE SD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,S HARMONY,W ROSE CREEK DR,,600.0,N,39.10438368,-86.6383598,LOCAL/CITY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,WET,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,LEFT OF CENTER,HEAD ON BETWEEN TWO MOTOR VEHICLES,HARMONYRDROSECREEKRD,NONE,2019-02-13 23:13:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S MITCHELL,E ATWATER AVE,,,,39.163136,-86.514096,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE BACKING,BACKING CRASH,ATWATERAVEMITCHELLST,STOP SIGN,2019-02-13 12:32:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S ROGERS,W COOLIDGE DR,,,,39.14125,-86.53883,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,ICE,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RIGHT ANGLE,COOLIDGEDRIVEROGERSST,STOP SIGN,2019-02-13 08:00:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 45,S BURCH RD,,,,39.08984,-86.666304,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FIVE POINT OR MORE,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SBURCHRDST RD 45 W,NONE,2019-02-13 17:14:00,,,
MONROE SD,ELLETTSVILLE,2,0.0,0.0,0.0,0.0,,,,ST RD 46,,,1500.0,W,39.25962,-86.65742001,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,CHAFINCHAPELRDST RD 46 W,NONE,2019-02-13 13:10:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,W 3RD,S MULLER PKWY,,,,39.16442,-86.56292,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,HEAD ON BETWEEN TWO MOTOR VEHICLES,SMULLERPKWYW 3RDST,LN CONTROL,2019-02-13 18:36:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,N RANGE,ST RD 45,,,,0.0,0.0,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,RANGERDST RD 45,TRAFFIC CONTROL SIGNAL,2019-02-14 11:00:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,ST RD 46,S PARK RIDGE RD,,,,39.16424,-86.476096,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,E 3RDSTSPARKRIDGERD,NONE,2019-02-14 15:34:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W COUNTRY CLUB,S ROGERS ST,,,,39.13604,-86.53827,LOCAL/CITY RD,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,COUNTRYCLUBDRIVEROGERSST,TRAFFIC CONTROL SIGNAL,2019-02-14 07:40:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S SARE,E MOORES PK,,,,39.15036,-86.49836,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EMOORESPKSSARERD,TRAFFIC CONTROL SIGNAL,2019-02-14 14:15:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 10TH,N GRANT ST,,,,39.171696,-86.529696,LOCAL/CITY RD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,REAR END,E 10THSTNGRANTST,NONE,2019-02-14 20:40:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,I-69 S,,,1000.0,S,41.15424437,-85.11144414,INTERSTATE,N,RURAL,N,Y,N,,DARK (NOT LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,I-69S114.0,NONE,2019-02-14 19:09:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,N PROFILE,,,2000.0,S,0.0,0.0,COUNTY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,48HWYPROFILEPKWY,NONE,2019-02-14 09:00:00,,,
MONROE SD,BLOOMINGTON,3,0.0,0.0,0.0,0.0,,,,S CURRY,W BEASLEY DR,,,,39.149152,-86.582704,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SCURRYPKWBEASLEYDR,NONE,2019-02-14 16:45:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,W FLUCK MILL,,,1000.0,S,38.96639091,-86.5664,COUNTY RD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF RD RIGHT,OTHER - EXPLAIN IN NARRATIVE,FLUCKMILLRDMAMIEEADSRD,NONE,2019-02-14 14:00:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,1.0,0.0,0.0,0.0,,,,ST RD 45,ST RD 45/46,,508.0,E,39.17161119,-86.50030416,INTERSTATE,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,RIGHT TURN,I45EI46E,LN CONTROL,2019-02-15 15:54:00,,,
BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0.0,0.0,,,,W 2ND,S COLLEGE AVE,,,,39.16144,-86.534848,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SCOLLEGEAVEW 2NDST,STOP SIGN,2019-02-15 12:45:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 3RD,S EAGLESON AVE,,153.0,W,39.164315,-86.51653676,,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,EAGLESON AVEAVE 3RDST,LN CONTROL,2019-02-15 16:50:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,ST RD 45,W HINDS RD,,1500.0,E,39.10243058,-86.64879803,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,HINDSRDST RD 45 W,NONE,2019-02-15 17:19:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 46,E ASTGATE LN,,,,39.17024,-86.501392,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EEASTGATELNST RD 46S,NONE,2019-02-15 17:34:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E HILLSIDE,S OLIVE ST,,,,39.15056,-86.51883,LOCAL/CITY RD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EHILLSIDEDRSOLIVEST,NONE,2019-02-15 19:48:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S LEONARD SPRINGS,W WOODHAVEN DR,,,,39.128368,-86.58256,COUNTY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SLEONARDSPRINGSRDWOODHAVENDR,NONE,2019-02-15 10:45:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,ST RD 46,E ASTGATE LN,,,,39.17024,-86.501392,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,EEASTGATELNST RD 46,STOP SIGN,2019-02-16 09:18:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,E BABY CREEK,N BRUMMETTS CREEK RD,,1500.0,E,39.2068213,-86.39730854,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,GRAVEL,RAN OFF RD RIGHT,RAN OFF RD,BABYCREEKRDBRUMMETTSCREEKRD,NONE,2019-02-16 17:57:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N FEE,N EAGLESON AVE,,,,39.18384,-86.5192,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,FEELNNEAGLESON AVEAVE,NONE,2019-02-16 09:34:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,ST RD 46,N BRUMMETS CREEK RD,,,,39.15155,-86.38645,ST RD,N,RURAL,N,Y,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,CURVE/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,RAN OFF RD,NBRUMMETSCREEKRDST RD 46E,NONE,2019-02-16 02:21:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W 14TH,N WALNUT ST,,,,39.175952,-86.53344,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,14THSTNORTHWALNUTST,STOP SIGN,2019-02-16 11:53:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W 3RD,S JOHNSON AVE,,,,39.16464,-86.564992,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE LN MOVEMENT,SAME DIRECTION SIDESWIPE,SJOHNSONAVEW 3RDST,NONE,2019-02-16 20:38:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 46,S COLLEGE MALL RD,,,,39.16424,-86.4984,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,HEAD ON BETWEEN TWO MOTOR VEHICLES,E 3RDSTSCOLLEGEMALLRD,TRAFFIC CONTROL SIGNAL,2019-02-17 13:40:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N EAGLESON AVE,E 17TH ST,,650.0,N,39.18063326,-86.511088,LOCAL/CITY RD,Y,URBAN,N,N,N,,UNKNOWN,,,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,,SAME DIRECTION SIDESWIPE,E17THSTNEAGLESON AVEAVE,NONE,2019-02-17 15:00:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 46,S PARK RIDGE RD,,,,39.16424,-86.476096,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,E 3RDSTSPARKRIDGERD,STOP SIGN,2019-02-17 11:55:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 3RD,S FACULTY AVE,,227.0,W,39.164265,-86.52084535,LOCAL/CITY RD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,SAME DIRECTION SIDESWIPE,FACULTYAVE 3RDST,NONE,2019-02-17 02:00:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,ST RD 45,N PRAIRIE GREEN CT,,100.0,W,39.17915,-86.47441135,ST RD,N,RURAL,N,N,N,,DAYLIGHT,SLEET/HAIL/FREEZING RAIN,ICE,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,PRAIRIEGREENCTST RD 45,LN CONTROL,2019-02-17 09:51:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,ST RD 45,S STANFORD,,,,39.08984,-86.666304,ST RD,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,ST RD 45STANFORDRD,STOP SIGN,2019-02-17 11:29:00,,,
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0.0,0.0,,,,W VINE,N SALE ST,,,,39.234384,-86.624064,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,OTHER - EXPLAIN IN NARRATIVE,NSALESTWVINEST,STOP SIGN,2019-02-17 19:08:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S COLLEGE,W 3RD ST,,,,39.16464,-86.534816,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER LN USAGE,SAME DIRECTION SIDESWIPE,SCOLLEGEAVEW 3RDST,TRAFFIC CONTROL SIGNAL,2019-02-18 14:45:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,1315.0,,,E 10TH,,,,,39.17157943,-86.51826514,UNKNOWN,N,URBAN,N,N,N,,DAYLIGHT,BLOWING SAND/SOIL/SNOW,DRY,,NO JUNCTION INVOLVED,NON-RDWAY CRASH,ASPHALT,UNSAFE BACKING,BACKING CRASH,E 10THSTST,NONE,2019-02-18 14:15:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E ROGERS,THE STANDS DR,,200.0,E,39.13631077,-86.50420003,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OPPOSITE DIRECTION SIDESWIPE,ROGERSRAMPTHESTANDSST,NONE,2019-02-18 13:15:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,I-69 N,,,200.0,S,0.0,0.0,INTERSTATE,N,RURAL,N,N,Y,X-OVER/LN SHIFT,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER LN USAGE,SAME DIRECTION SIDESWIPE,ECHAMBERSPKI-69 N,LN CONTROL,2019-02-18 15:15:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,1430.0,,,N EAGLESON AVE,,,460.0,S,39.13366055,-86.51247,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,EBALFOURSTNEAGLESON AVEAVE,NONE,2019-02-18 16:20:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,8325.0,,,S FAIRFAX,,,,,39.04586577,-86.49031427,COUNTY RD,Y,RURAL,N,N,N,,DAYLIGHT,CLEAR,ICE,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,SFAIRFAXRD,NONE,2019-02-18 10:00:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,7887.0,,,S ST RD 37,,,,,39.056544,-86.541088,LOCAL/CITY RD,N,RURAL,N,N,N,,DAWN/DUSK,SLEET/HAIL/FREEZING RAIN,ICE,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RDWAY SURFACE CONDITION,RAN OFF RD,SOLDST RD 37HWY,NONE,2019-02-18 08:03:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,S ROCKPORT,S VICTOR PK,,,,39.053744,-86.606304,LOCAL/CITY RD,N,RURAL,N,N,N,,DAWN/DUSK,CLOUDY,ICE,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,SROCKPORTRDSVICTORPK,NONE,2019-02-18 07:06:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S WICKENS,W LEIGHTON LN,,50.0,W,39.12527,-86.55093567,COUNTY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER LN USAGE,SAME DIRECTION SIDESWIPE,SWICKENSSTWLEIGHTONLN,NONE,2019-02-18 20:20:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,W ELWREN,S GREENE COUNTY LINE RD,,2500.0,,39.087845,-86.66646999,LOCAL/CITY RD,Y,RURAL,N,N,N,,DARK (NOT LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,ELWRENRDGREENECOUNTYLINERD,NONE,2019-02-18 21:09:00,,,
