Agency,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control,DateTime,Address Number,Cyclist Involved,Pedestrian Involved
MONROE SD,BLOOMINGTON,1,0.0,1.0,0.0,0,,,,ST RD 48,ST RD 43,,100.0,E,39.15667,-86.58264,ST RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,ST RD 43RDST RD 48W,NONE,2020-10-23 16:26:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,4,0.0,0.0,0.0,0,,,,ST RD 45/46,E 10TH ST,,200.0,N,39.14585122108426,-86.49753784311689,ST RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,10THSTST RD 46S,NONE,2020-10-23 16:32:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,W 3RD ST,S MADISON ST,,,,39.17013428308013,-86.59834550991307,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,SMADISONSTW 3RDST,TRAFFIC CONTROL SIGNAL,2020-10-23 17:02:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1,,,,I-69 N,,,300.0,N,39.23713919313328,-86.62768080682248,INTERSTATE,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,I-69 N125.5,NONE,2020-10-23 17:10:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,W KIRKWOOD AVE,S ROGERS ST,,,,39.13976106386923,-86.53867991440994,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SROGERSSTWKIRKWOODAVE,TRAFFIC CONTROL SIGNAL,2020-10-23 17:23:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N COLLEGE AVE,W 17TH ST,,,,39.043432284017506,-86.40679615707747,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NCOLLEGEAVEW17THST,TRAFFIC CONTROL SIGNAL,2020-10-23 17:56:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,E ATWATER AVE,S FESS AVE,,,,39.15267970226101,-86.37611653675988,LOCAL/CITY RD,N,URBAN,N,N,N,,DAWN/DUSK,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,ATWATERAVEFESSAVE,STOP SIGN,2020-10-23 18:40:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S EAGLESON AVE,E ATWATER AVE,,160.0,N,39.186898230014044,-86.54668026602413,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WATER (STANDING OR MOVING),,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER LN USAGE,REAR END,ATWATERAVEEAGLESON AVEAVE,NONE,2020-10-23 19:44:00,,,
MONROE SD,BLOOMINGTON,1,0.0,1.0,0.0,0,,,,E SMITHVILLE RD,S ZIKES RD,,,,39.16458330333445,-86.57915070888689,COUNTY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,SMITHVILLERDZIKESRD,NONE,2020-10-23 22:35:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,ST RD 46,KINGSTON DR S,,300.0,E,,,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,3RDSTKINGSTONDR,NONE,2020-10-24 12:35:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,E COVENANTER DR,S COLLEGE MALL RD,,,,39.1631166228728,-86.52590055745054,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR TO REAR,ECOVENANTERDRSCOLLEGEMALLRD,TRAFFIC CONTROL SIGNAL,2020-10-24 14:00:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,1,,,,ST RD 45/46,,,,,39.17321920944741,-86.54713957809659,ST RD,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,NEAGLESON AVEAVEST RD 46,LN CONTROL,2020-10-24 18:40:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0.0,0,,,,I-69 N,,,211.0,W,39.16656520898575,-86.53482028548171,INTERSTATE,,URBAN,N,N,N,,DAWN/DUSK,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,DRIVER ILLNESS,RAN OFF RD,StateRd37I-69,,2020-10-24 18:50:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1,7890.0,,,ST RD 45,,,,,39.070931264947916,-86.53642455898759,ST RD,Y,,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH ANIMAL OTHER,ST RD 45 W,NONE,2020-10-24 22:50:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1,,,,ST RD 46,,,500.0,E,39.153338234955534,-86.53372496654819,ST RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,ARLINGTONRDST RD 46 W,NONE,2020-10-25 00:10:00,,,
BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0.0,0,553.0,,,S DOLIMAH AVE,,,100.0,S,39.16418713757484,-86.4982827004095,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,SDOLIMAHAVEWMILIEUDR,NONE,2020-10-25 02:30:00,,,
MONROE SD,BLOOMINGTON,1,0.0,1.0,0.0,0,,,,N THOMAS RD,W TULIP ST,,,,39.17057,-86.68146,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,NTHOMASRDTULIPST,NONE,2020-10-25 11:58:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,1.0,0,6694.0,,,ST RD 45,,,1300.0,W,39.17161191805885,-86.50219297850792,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,SDUNLAPRDST RD 45 W,NONE,2020-10-25 12:10:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0,,,,E WINSLOW RD,S WALNUT ST,,100.0,E,39.1646072965504,-86.53742534085688,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT/RIGHT TURN,SWALNUTSTWWINSLOWRD,NONE,2020-10-25 12:34:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0.0,0,,,,I-69 N,,,0.0,S,,,INTERSTATE,,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RIGHT ANGLE,I-69109.8,,2020-10-25 18:50:00,,,
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,W CLUB HOUSE DR,W ST RD 37,,100.0,W,39.16658325963941,-86.53872554820914,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,CLUBHOUSEDROLDST RD 37RD,LN CONTROL,2020-10-26 02:49:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0.0,0,,,,ST RD 37,W DILLMAN RD,,0.0,S,39.179018705850105,-86.53472449740093,ST RD,,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,WDillmanRdStateRd37,,2020-10-26 10:51:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0,,,,S LIBERTY DR,ST RD 45,,100.0,S,39.16309263088234,-86.52591996031,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,STRAIGHT/LEVEL,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SOUTHLIBERTYDRWEST3RDST,NONE,2020-10-26 12:33:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N CURRY PK,W WOODYARD,,,,39.16305144890196,-86.5164070170527,COUNTY RD,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,CURVE/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,SAME DIRECTION SIDESWIPE,NORTHCURRYPKWOODYARDRD,TRAFFIC CONTROL SIGNAL,2020-10-26 17:01:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0.0,0,,,,ST RD 37,,,2376.0,S,39.07113274584455,-86.52541343893229,ST RD,,RURAL,N,Y,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,StateRd37SOldStateRoad37,,2020-10-26 17:30:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0.0,0,,106,C,I-69 S,N ST RD 37,,370.0,W,39.164175538057044,-86.49305827894271,INTERSTATE,,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,RAMP,,ASPHALT,,RAN OFF RD,N ST RD 37WalnutSt,,2020-10-26 17:50:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,ST RD 45/46,E 10TH ST,,150.0,N,39.155136918475655,-86.49773063700805,ST RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,SAME DIRECTION SIDESWIPE,EAST10THSTST RD 46S,LN CONTROL,2020-10-26 19:15:00,,,
ISP BLOOMINGTON 33,SMITHVILLE(MONROE),1,,0.0,0.0,1,,,,ST RD 37,S ZIKES RD,,0.0,S,,,ST RD,,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,StateRd37,,2020-10-26 19:20:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S WASHINGTON ST,E 2ND ST,,,,39.17618130678186,-86.56272572379636,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SECONDSTWASHINGTONST,STOP SIGN,2020-10-26 20:40:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0.0,0,,,,W MONROE DAM RD,,,686.0,W,39.1252959665839,-86.61050961202181,LOCAL/CITY RD,,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF RD,WMonroeDamRdSOldStateRoad37,,2020-10-26 21:15:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,S WOODLAWN AVE,E 3RD ST,,,,39.2088745348654,-86.58134398018515,LOCAL/CITY RD,Y,URBAN,N,N,N,,UNKNOWN,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,RAN OFF RD,3RDSTWOODLAWNAVE,TRAFFIC CONTROL SIGNAL,2020-10-27 00:01:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0,,,,ST RD 45,I-69,,,,,,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,I-69BYPWBLOOMFIELDRD,TRAFFIC CONTROL SIGNAL,2020-10-27 07:42:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,S FAIRFAX RD,E CLEVE BUTCHER RD,,150.0,N,39.21362,-86.63038,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,CURVE/LEVEL,ASPHALT,DRIVER ASLEEP OR FATIGUED,RAN OFF RD,ECLEVEBUTCHERRDSFAIRFAXRD,NONE,2020-10-27 14:00:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0,,,,W 3RD ST,S MADISON ST,,,,39.11722544733184,-86.62263926532367,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,SMADISONSTW 3RDST,TRAFFIC CONTROL SIGNAL,2020-10-27 14:25:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S GATES DR,ST RD 48,,50.0,N,39.135923116633386,-86.53114059144222,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,SAME DIRECTION SIDESWIPE,SGATESDRW 3RDST,TRAFFIC CONTROL SIGNAL,2020-10-27 15:19:00,,,
BLOOMINGTON PD,BLOOMINGTON,3,0.0,2.0,0.0,0,,,,E 3RD ST,S JEFFERSON ST,,,,39.07087895771789,-86.61363809282147,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,E 3RDSTSJEFFERSONST,NONE,2020-10-27 15:25:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S FAIRFAX RD,E SCHACHT RD,,,,39.201847892715016,-86.53806388729454,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,WET,,T-INTERSECTION,CURVE/GRADE,CONCRETE,FOLLOWING TOO CLOSELY,REAR END,ESCHACHTRDSFAIRFAXRD,NONE,2020-10-27 16:34:00,,,
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,1.0,0.0,0,,,,ST RD 46,N LAKEVIEW DR,,50.0,W,39.09293909042719,-86.54606213862425,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,LAKEVIEWDRST RD 46 W,NONE,2020-10-27 17:00:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,3233.0,,,W JACOB DR,N JACOB DR,,,,39.14501,-86.57776,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,3233NJACOBDRNJACOBDR,STOP SIGN,2020-10-28 12:35:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0,,,,ST RD 45/46,N MONROE ST,,,,39.19062624772629,-86.583019378436,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SOUTHMONROESTST RD 46E,STOP SIGN,2020-10-28 17:30:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,W TAPP RD,S ADAMS ST,,,,39.082064299390375,-86.539499561478,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,TRAFFIC CIRCLE/ROUNDABOUT,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SADAMSSTWTAPPRD,LN CONTROL,2020-10-29 11:09:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,ST RD 45/46,E 10TH ST,,,,39.33872247249046,-86.50945565069183,ST RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ST RD 46UNIONVILLERD,TRAFFIC CONTROL SIGNAL,2020-10-29 12:55:00,,,
BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0,,,,S ROGERS ST,W 4TH ST,,,,39.17159810796788,-86.50216507796112,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SROGERSSTW4THST,STOP SIGN,2020-10-29 14:22:00,,,True
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,N SHILO RD,,,5000.0,E,39.04932773739098,-86.53632304869845,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,EASTANDERSONRDNSHILORD,NONE,2020-10-29 14:45:00,,,
MONROE SD,ELLETTSVILLE,2,0.0,0.0,0.0,0,,,,N SMITH PK,ST RD 46,,,,39.161366031947615,-86.53240652172661,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SMITHPKST RD 46 W,TRAFFIC CONTROL SIGNAL,2020-10-29 16:44:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,ST RD 46,,,500.0,N,39.01974376492707,-86.54067163850068,ST RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,E 3RDSTST RD 46S,NONE,2020-10-29 16:46:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,ST RD 45/46,E 10TH ST,,,,39.16421858837799,-86.5226441249033,ST RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ST RD 46UNIONVILLERD,TRAFFIC CONTROL SIGNAL,2020-10-29 16:49:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0.0,0,,,,ST RD 45/46,E DISCOVERY PKWY,,30.0,S,39.182132711754164,-86.55693028934643,,Y,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,DISCOVERYPKWYST RD 46BYP,NONE,2020-10-29 16:50:00,,,
BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0.0,0,,,,ST RD 45/46,N WALNUT ST,,,,39.04581141174032,-86.49056186331777,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RIGHT TURN,NWALNUTSTST RD 4546 W,TRAFFIC CONTROL SIGNAL,2020-10-29 17:57:00,,,
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S ROGERS ST,W THAT RD,,,,39.16463,-86.53741,LOCAL/CITY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLOUDY,WET,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,DRIVER ILLNESS,RIGHT ANGLE,ROGERSSTTHATRD,NONE,2020-10-29 19:36:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S PATTERSON DR,W ISAACS DR,,,,39.16456710518537,-86.57622351129719,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT TURN,ISSACDRPATTERSONDR,STOP SIGN,2020-10-30 06:54:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S HENDERSON ST,E HILLSIDE DR,,,,39.164261933480866,-86.50712612773131,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,HENDERSONSTHILLSIDEDR,NONE,2020-10-30 09:55:00,,,
ISP BLOOMINGTON 33,BLOOMINGTON,1,,1.0,0.0,0,,,,I-69 S,,,0.0,S,39.1068570175551,-86.52383621011482,INTERSTATE,,RURAL,N,Y,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,TIRE FAILURE OR DEFECTIVE,RAN OFF RD,I-69105,,2020-10-30 11:51:00,,,
BLOOMINGTON PD,BLOOMINGTON,5,0.0,0.0,0.0,0,,,,E HILLSIDE DR,S DORCHESTER DR,,150.0,W,39.22100133572371,-86.60543338586456,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EHILLSIDEDRSDORCHESTERDR,NONE,2020-10-30 14:55:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,2.0,0.0,0,,,,E 3RD ST,ST RD 46,,300.0,W,39.16565760711208,-86.57423197175135,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,E 3RDSTSCOLLEGEMALLRD,NONE,2020-10-30 15:43:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,ST RD 45/46,E 10TH ST,,,,39.18675075905958,-86.54670240737174,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ST RD 46UNIONVILLERD,TRAFFIC CONTROL SIGNAL,2020-10-30 16:10:00,,,
BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0.0,0,,,,S PATTERSON DR,W 2ND ST,,300.0,S,39.13655733461811,-86.55444283829647,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SPATTERSONDRW 2NDST,NONE,2020-10-30 16:20:00,,,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,ST RD 45/46,E DISCOVERY PKWY,,,,39.171578145840265,-86.50217847059983,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ST RD 46DISCOVERYPARKWAY,LN CONTROL,2020-10-30 17:57:00,,,
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N GATES DR,W WHITEHALL CROSSING BLVD,,,,39.16563,-86.53872,LOCAL/CITY RD,N,URBAN,N,N,Y,LN CLOSURE,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,CONCRETE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,HEAD ON BETWEEN TWO MOTOR VEHICLES,NGATESDRWWHITEHALLCROSSINGBLVD,NONE,2020-10-30 17:59:00,,,
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,I-69 S,,,,,39.27974327243833,-86.46444514728995,INTERSTATE,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,I-69S124.5,NONE,2020-10-30 18:35:00,,,
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,1,,,,E 3RD ST,S JEFFERSON ST,,,,39.20993106979419,-86.58271730862008,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,COLLISION WITH ANIMAL OTHER,33RDSTSJEFFERSONST,NONE,2020-10-30 19:17:00,,,
