_id,Agency,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control,DateTime,Address Number,Cyclist Involved,Pedestrian Involved
1702,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,2.0,0,0,,,,ST RD 45/46,E 10TH ST,,400.0,N,39.079786279565376,-86.41786434745289,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,10THST4546BYP,LN CONTROL,2021-07-10 16:28:00,,,
1703,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,ST RD 45,E MARTIN DR,,50.0,W,39.17043059765906,-86.5348351500998,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,CURVE/LEVEL,ASPHALT,IMPROPER LN USAGE,HEAD ON BETWEEN TWO MOTOR VEHICLES,EMARTINDRST RD 45E,NONE,2021-07-10 17:39:00,,,
1704,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S WALNUT ST PK,E SUNNY SLOPES DR,,,,39.093629158917004,-86.63846697739217,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,CURVE/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SWALNUTSTPKSUNNYSLOPESDR,STOP SIGN,2021-07-10 20:02:00,,,
1705,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,S HOFF LN,W GARDNER RD,,,,39.16422120772731,-86.51643103112045,COUNTY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,RAN OFF RD,SHOFFLNWGARDNERRD,NONE,2021-07-10 21:59:00,,,
1706,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,69,S,ST RD 48,I-69 S,,,,39.164561611564736,-86.57623028488464,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,RAMP,CURVE/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,W 3RDST,YIELD SIGN,2021-07-09 08:03:00,,,
1707,BLOOMINGTON PD,BLOOMINGTON,3,0.0,1.0,0,0,,,,W 3RD ST,S LANDMARK AVE,,100.0,W,39.17166140435673,-86.53486190677587,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,LANDMARKAVEW 3RDST,LN CONTROL,2021-07-09 09:09:00,,,
1708,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,N GATES DR,W JACOB DR,,,,39.14463362999758,-86.57585191480729,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,Y-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,NGATESDRNJACOBDR,NONE,2021-07-09 12:15:00,,,
1709,BLOOMINGTON PD,BLOOMINGTON,2,1.0,0.0,0,0,,,,N MADISON ST,W 14TH ST,,,,39.01999214485816,-86.53634056528223,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,CURVE/GRADE,ASPHALT,IMPROPER PASSING,SAME DIRECTION SIDESWIPE,NMADISONAVEW14THST,NONE,2021-07-09 14:06:00,,,
1710,BLOOMINGTON PD,BLOOMINGTON,4,0.0,1.0,0,0,,,,E WINSLOW RD,S HENDERSON ST,,,,39.16102343268272,-86.55223818344571,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EWINSLOWRDSHENDERSONST,TRAFFIC CONTROL SIGNAL,2021-07-09 17:14:00,,,
1711,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,W 3RD ST,I-69,,,,39.186405841190215,-86.53774806296235,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ST RD 37RTEW 3RDST,TRAFFIC CONTROL SIGNAL,2021-07-09 21:04:00,,,
1712,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,N LINDBERGH DR,,,400.0,S,39.16845649127099,-86.5211681574642,LOCAL/CITY RD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,IMPROPER PASSING,SAME DIRECTION SIDESWIPE,15THSTNLINDBERGHDR,NONE,2021-07-08 01:45:00,,,
1713,ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0,0,,,,E SMITHVILLE RD,ST RD 37,,0.0,,39.10568215660324,-86.52245994842289,COUNTY RD,,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,S ST RD 37mithvilleRoad,,2021-07-08 07:54:00,,,
1714,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,ST RD 46,S SMITH RD,,,,39.1642410983495,-86.50853108073568,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,E 3RDSTSMITHRD,TRAFFIC CONTROL SIGNAL,2021-07-08 09:52:00,,,
1715,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S COLLEGE MALL RD,E 2ND ST,,,,39.390684281094714,-86.58307896163963,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,SAME DIRECTION SIDESWIPE,E 2NDSTSCOLLEGEMALLRD,NONE,2021-07-08 10:23:00,,,
1716,MONROE SD,BLOOMINGTON,1,0.0,1.0,0,0,,,,S FAIRFAX RD,E CAROWINDS CT,,200.0,N,39.18624,-86.53453,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,ECAROWINDSCTSFAIRFAXRD,NONE,2021-07-08 11:34:00,,,
1717,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E 3RD ST,S COLLEGE MALL RD,,,,39.16862353053375,-86.67088315253582,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,COLLEGEMALLRDE 3RDST,TRAFFIC CONTROL SIGNAL,2021-07-08 11:49:00,,,
1718,ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0,0,,,,ST RD 48,I-69,,0.0,,39.168343014711404,-86.58295733255451,ST RD,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,RAMP,,ASPHALT,UNSAFE SPEED,REAR END,ST RD 48I-69,,2021-07-08 13:25:00,,,
1719,ISP BLOOMINGTON 33,BLOOMINGTON,2,,1.0,0,0,,118,B,W 3RD ST,I-69 N,,0.0,,39.280391835503714,-86.52208572982215,ST RD,,URBAN,N,N,N,,DAWN/DUSK,RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,W3rdStatI-69-118-B,,2021-07-08 13:30:00,,,
1720,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,N ROGERS ST,W 11TH ST,,70.0,N,39.171612744474665,-86.50216886876119,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,CURVE/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,SAME DIRECTION SIDESWIPE,NORTHROGERSSTWEST11THST,LN CONTROL,2021-07-08 13:34:00,,,
1721,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S HENDERSON ST,E WINSLOW RD,,,,39.20470048829256,-86.4633077875891,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,EASTWINSLOWRDSOUTHHENDERSONST,TRAFFIC CONTROL SIGNAL,2021-07-08 15:15:00,,,
1722,MONROE SD,BLOOMINGTON,1,1.0,0.0,0,0,,,,I-69 S,,,,,39.13248245861967,-86.52684360014393,INTERSTATE,Y,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,INTERCHANGE,STRAIGHT/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,OTHER - EXPLAIN IN NARRATIVE,I-69S115.0,NONE,2021-07-08 16:27:00,,,
1723,ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0,0,,,,I-69 N,,,50.0,,39.134427879541576,-86.64757591144586,INTERSTATE,,RURAL,N,N,N,,DAYLIGHT,RAIN,WATER (STANDING OR MOVING),,NO JUNCTION INVOLVED,,CONCRETE,SPEED TOO FAST FOR WEATHER CONDITIONS,OTHER - EXPLAIN IN NARRATIVE,I-69,,2021-07-08 16:40:00,,,
1724,MONROE SD,BLOOMINGTON,3,0.0,0.0,0,0,,,,ST RD 48,S CAVE RD,,,,39.1645251079344,-86.57330043636246,ST RD,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,CAVERDST RD 48W,NONE,2021-07-08 17:03:00,,,
1725,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S ROGERS ST,W 3RD ST,,,,39.164416100830664,-86.55631242251773,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,SOUTHROGERSSTWEST3RDST,TRAFFIC CONTROL SIGNAL,2021-07-08 19:20:00,,,
1726,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,8521,,,W HINDS RD,,,,,39.16558072413194,-86.57602771375177,COUNTY RD,Y,RURAL,N,N,N,,DAWN/DUSK,CLEAR,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,UNSAFE SPEED,RAN OFF RD,WHINDSRD,NONE,2021-07-08 20:41:00,,,
1727,ISP BLOOMINGTON 33,BLOOMINGTON,1,,1.0,0,0,,,,ST RD 37,,,2000.0,N,39.175937019312336,-86.5377356385762,ST RD,,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,WET,,NO JUNCTION INVOLVED,,ASPHALT,OVERCORRECTING/OVERSTEERING,RAN OFF RD,StateRd37IngramRoad,,2021-07-08 21:52:00,,,
1728,ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0,0,,,,I-69 S,,,0.0,,39.13598349322072,-86.52689081480696,INTERSTATE,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE LN MOVEMENT,SAME DIRECTION SIDESWIPE,I-69122,,2021-07-07 07:05:00,,,
1729,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,W 6TH ST,N COLLEGE AVE,,,,39.16449872756185,-86.5733138853942,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,BACKING CRASH,NCOLLEGEAVEW6THST,TRAFFIC CONTROL SIGNAL,2021-07-07 07:59:00,,,
1730,BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0,0,,,,E WINSLOW RD,S WALNUT ST,,100.0,E,39.17680577859386,-86.55260291210585,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EWINSLOWRDSWALNUTST,TRAFFIC CONTROL SIGNAL,2021-07-07 15:58:00,,,
1731,BLOOMINGTON PD,BLOOMINGTON,4,0.0,0.0,0,0,,,,E SMITH AVE,ALLEY E OF S WALNUT ST,,200.0,E,39.07091,-86.5361,LOCAL/CITY RD,N,URBAN,Y,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,ESMITHRDSWALNUTST,NONE,2021-07-07 16:32:00,,,
1732,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,ST RD 46,S SMITH RD,,,,39.16417254791013,-86.48123473468175,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE SPEED,REAR END,3RDSTSMITHRD,TRAFFIC CONTROL SIGNAL,2021-07-07 22:25:00,,,
1733,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0,0,744,,,ALLEY,,,,,39.16091745099882,-86.49772228184668,,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,NON-RDWAY CRASH,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,E 3RDSTST,NONE,2021-07-06 01:18:00,,,
1734,ISP BLOOMINGTON 33,BLOOMINGTON,2,,2.0,0,0,3500,,,E ROBINSON RD,,,3500.0,,39.062414285812025,-86.49854492071341,COUNTY RD,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,LEFT OF CENTER,HEAD ON BETWEEN TWO MOTOR VEHICLES,OldST RD 37ERobinsonRd,,2021-07-06 10:24:00,,,
1735,BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0,0,,,,S ROGERS ST,W 2ND ST,,25.0,N,39.16422595076481,-86.49827724666063,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SROGERSSTW 2NDST,LN CONTROL,2021-07-06 11:59:00,,,
1736,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,N COLLEGE AVE,W 7TH ST,,,,39.16449120972133,-86.5733067767927,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,REAR TO REAR,NCOLLEGEAVEW7THST,TRAFFIC CONTROL SIGNAL,2021-07-06 12:51:00,,,
1737,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S ROGERS ST,W GRAHAM DR,,,,39.16453,-86.57303,LOCAL/CITY RD,N,URBAN,Y,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,SROGERSSTWGRAHAMDR,NONE,2021-07-06 13:45:00,,,
1738,BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0,0,,,,S ROGERS ST,W GRAHAM DR,,,,39.173250958853366,-86.5385658029004,LOCAL/CITY RD,N,URBAN,Y,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,SROGERSDRWGRAHAMDR,STOP SIGN,2021-07-06 14:20:00,,,
1739,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,941,,,S BASSWOOD CIR,,,,,39.13601498357234,-86.52690755360085,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,SBASSWOODCIR,NONE,2021-07-06 15:32:00,,,
1740,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,ST RD 46,S PETE LLIS DR,,,,-4.633595934780284e-05,-3.0912972992825665e-05,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,E 3RDSTPETEELLISDR,LN CONTROL,2021-07-06 16:44:00,,,
1741,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,ST RD 46,ST RD 45,,,,39.231455649141374,-86.54285386962546,ST RD,N,URBAN,N,N,N,,DAWN/DUSK,RAIN,WATER (STANDING OR MOVING),,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,ST RD 45ST RD 46,LN CONTROL,2021-07-06 17:59:00,,,
1742,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,1,,,,ST RD 37,,,2000.0,N,39.16313450487065,-86.62914244273047,ST RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,ESMITHVILLERDS ST RD 37,NONE,2021-07-06 19:51:00,,,
1743,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,W 3RD ST,S LANDMARK AVE,,,,39.164617417820175,-86.53872381611923,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,3RDSTLANDMARKAVE,TRAFFIC CONTROL SIGNAL,2021-07-05 09:24:00,,,
1744,ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0,0,,,,ST RD 37,S ST RD 37,,0.0,,39.0938811767206,-86.65569232141046,ST RD,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,S ST RD 37OldStateRoad37,,2021-07-05 11:46:00,,,
1745,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S LEONARD SPRINGS RD,W FAIRINGTON DR,,400.0,N,38.99835789328182,-86.53748344987586,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SLEONARDSPRINGSDRWBARGELN,NONE,2021-07-05 17:40:00,,,
1746,BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0,0,3939,,,ST RD 48,S CURRY PK,,,,39.22084593353691,-86.55038214325053,LOCAL/CITY RD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE SPEED,RAN OFF RD,W 3RDST,NONE,2021-07-04 02:27:00,,,
1747,DNR LAW ENFORCEMENT,BLOOMINGTON,2,,1.0,0,0,,,,ST RD 446,PAYNETOWN RD,,0.0,,39.16757,-86.53485,ST RD,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,StateRd446PaynetownRd,,2021-07-04 11:08:00,,,
1748,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,S GARRISON CHAPEL RD,ST RD 45,,100.0,S,39.13593524732911,-86.5311539289164,COUNTY RD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,SGARRISONCHAPELRDST RD 45 W,NONE,2021-07-04 22:21:00,,,
1749,ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0,0,,Y,NB,I-69 N,W 3RD ST,,739.0,,39.16280183683905,-86.53365600300477,INTERSTATE,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,RAMP,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,I-69117.5,,2021-07-03 10:15:00,,,
1750,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0,0,XXX,,,ST RD 45/46,ENTRANCE TO IU  11,,,,39.1642,-86.48122,UNKNOWN,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,4546BYP,NONE,2021-07-03 12:06:00,,,
1751,DNR LAW ENFORCEMENT,BLOOMINGTON,1,,0.0,0,1,,,,ST RD 446,,,1003.0,S,39.16363426119536,-86.52416225334677,ST RD,,RURAL,N,Y,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN RDWAY,COLLISION WITH DEER,StateRd446RushRidgeRd,,2021-07-03 12:09:00,,,
1752,DNR LAW ENFORCEMENT,BLOOMINGTON,2,,0.0,0,0,,,,S LAST HORSE LN,E TOWER RIDGE RD,,0.0,,39.24638085,-86.48301356,COUNTY RD,,RURAL,N,N,N,,DAYLIGHT,CLEAR,LOOSE MATERIAL ON RD,,T-INTERSECTION,,GRAVEL,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,TowerRidgeRdLastHorseLn,,2021-07-03 12:29:00,,,
1753,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,901,,,N LINDBERGH DR,,,,,39.16134917007464,-86.5387248101748,LOCAL/CITY RD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,NON-RDWAY CRASH,GRAVEL,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,NLINDBERGHDR,NONE,2021-07-03 17:26:00,,,
1754,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,I-69 S,ST RD 37,,,,39.16852697473086,-86.53488556280853,INTERSTATE,Y,RURAL,N,Y,N,,DAYLIGHT,CLEAR,DRY,,INTERCHANGE,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,SAME DIRECTION SIDESWIPE,I-69S114.0,NONE,2021-07-03 17:58:00,,,
1755,MONROE SD,STINESVILLE,1,0.0,1.0,0,0,,,,N WALKER LN,W ELM ST,,203.0,E,39.13981,-86.53866,LOCAL/CITY RD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF RD RIGHT,RAN OFF RD,NORTHEASTSTNORTHWALKERLN,NONE,2021-07-03 18:50:00,,,
1756,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E SMITH AVE,S DUNN ST,,50.0,E,39.13977874392618,-86.53866182147662,LOCAL/CITY RD,Y,URBAN,N,N,N,,UNKNOWN,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,SAME DIRECTION SIDESWIPE,ESMITHAVESDUNNST,NONE,2021-07-03 21:10:00,,,
1757,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S SNODDY RD,E BLUEBIRD LN,,,,39.1516858,-86.5704062,COUNTY RD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,EASTBLUEBIRDLNSOUTHSNODDYRD,NONE,2021-07-02 06:35:00,,,
1758,BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0,0,,,,S SMITH RD,E BRIGHTON CREST,,,,39.1642,-86.49495,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,BRIGHTONCRESSSMITHRDRD,LN CONTROL,2021-07-02 08:55:00,,,
1759,MONROE SD,BLOOMINGTON,1,0.0,1.0,0,0,,,,S WICKENS ST,W RANGEVIEW CIR,,,,39.18624698651514,-86.53164693183062,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,OBSTRUCTION NOT MARKED,COLLISION WITH OBJECT IN RD,SOUTHWICKENSSTWESTRANGEVIEWCIR,NONE,2021-07-02 09:05:00,,,
1760,ISP BLOOMINGTON 33,ELLETTSVILLE,2,,1.0,0,0,,,,ST RD 46,N SMITH PK,,0.0,,39.07648804753837,-86.53611449265047,ST RD,,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,UNSAFE SPEED,REAR END,StateRd46NSmithPike,,2021-07-02 09:37:00,,,
1761,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,ST RD 45,S LEONARD SPRINGS RD,,,,39.16442269759891,-86.55630382877884,LOCAL/CITY RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,REAR END,LEONARDSPRINGSRDSTATERD45RD,TRAFFIC CONTROL SIGNAL,2021-07-02 12:55:00,,,
1762,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,ST RD 45/46,N WALNUT ST,,100.0,E,39.08522713633302,-86.54274463837847,ST RD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NWALNUTSTST RD 45E,LN CONTROL,2021-07-02 13:06:00,,,
