Agency,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control,DateTime
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1,,,,I-69 N,,,100.0,S,41.30963151,-85.08749178,INTERSTATE,N,RURAL,N,Y,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,CONCRETE,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,I69N125,NONE,2020-03-08 01:48:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N SUNRISE DR,,,150.0,N,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,BACKING CRASH,7THSTSUNRISEDR,LANE CONTROL,2020-03-08 10:00:00
BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0.0,0,,,,SR 46,E 7TH ST,,,,39.167648,-86.500096,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,E7THSTSR46W,STOP SIGN,2020-03-08 17:32:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,1,,,,SR 45/46,E MATLOCK RD,,200.0,W,,,STATE ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,MATLOCKRDSR46W,LANE CONTROL,2020-03-09 02:04:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,W GORDON PIKE,S WALNUT ST,,,,0.0,0.0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SOUTHWALNUTSTWESTGORDONPIKE,TRAFFIC CONTROL SIGNAL,2020-03-09 04:38:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0,,,,S COLLEGE AVE,W 2ND ST,,,,0.0,0.0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT TURN,SCOLLEGEAVEW2NDST,TRAFFIC CONTROL SIGNAL,2020-03-09 07:35:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,W COUNTRY CLUB DR,S MILTON DR,,300.0,E,39.13604935,-86.53703872,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAWN/DUSK,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,COUNTRYCLUBDRROGERSST,LANE CONTROL,2020-03-09 07:38:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,1,,,,S WALNUT ST,E 3RD ST,,50.0,S,39.16464,-86.5336,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,RIGHT TURN,3RDSTSWALNUTST,TRAFFIC CONTROL SIGNAL,2020-03-09 11:13:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,4.0,0.0,0,,,,N WALNUT ST,E 4TH ST,,,,39.165648,-86.5336,LOCAL/CITY ROAD,N,URBAN,N,N,Y,WORK ON SHOULDER,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,E4THSTNWALNUTST,TRAFFIC CONTROL SIGNAL,2020-03-09 15:21:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S CURRY PIKE,W GIFFORD RD,,50.0,S,39.156896,-86.582704,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SOUTHCURRYPIKEWESTGIFFORDRD,TRAFFIC CONTROL SIGNAL,2020-03-09 15:38:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S WALNUT ST,W PINEWOOD DR,,,,0.0,0.0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,PINEWOODLNSWALNUTST,NONE,2020-03-09 16:24:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S LIBERTY DR,ENTRANCE TO WHITEHALL PLAZA (N),,250.0,S,0.0,0.0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SLIBERTYDRW3RDST,STOP SIGN,2020-03-09 17:30:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,ALLEY,ALLEY,,800.0,S,0.0,0.0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EASTOFSOUTHLINCOLNAVESOUTHOFEAST3RDST,NONE,2020-03-09 18:50:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,ENTRANCE DRIVE TO SRSC PARKING LOT,SRSC CIRCLE DRIVE,,637.0,W,0.0,0.0,UNKNOWN,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,COLLISION WITH OBJECT IN ROAD,ELAWLNNUNIONST,OTHER REGULATORY SIGN/MARKING,2020-03-09 20:35:00
MONROE SD,BLOOMINGTON,1,0.0,1.0,0.0,0,,,,S GARRISON CHAPEL RD,W AIRPORT RD,,,,39.13704,-86.642832,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,SGARRISONCHAPELRDWAIRPORTRD,STOP SIGN,2020-03-09 20:41:00
BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0.0,0,,,,N COLLEGE AVE,W 6TH ST,,,,39.167648,-86.534784,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT/RIGHT TURN,NCOLLEGEAVEW6THST,NONE,2020-03-09 22:34:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,SR 48,S KIRBY RD,,,,39.16504,-86.610704,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SOUTHKIRBYRDSR48W,TRAFFIC CONTROL SIGNAL,2020-03-10 07:21:00
ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0.0,0,,,,I-69 S,,,845.0,N,39.24217166,-86.53587754,INTERSTATE,,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,,,2020-03-10 07:30:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S ROGERS ST,W 2ND ST,,,,0.0,0.0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SROGERSSTW2NDST,TRAFFIC CONTROL SIGNAL,2020-03-10 07:52:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N ADAMS ST,W KIRKWOOD AVE,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,ADAMSSTKIRKWOODAVE,TRAFFIC CONTROL SIGNAL,2020-03-10 07:58:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N JORDAN AVE,E LAW LN,,,,39.173552,-86.515488,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE SPEED,REAR END,JORDANAVENUELAWLANE,TRAFFIC CONTROL SIGNAL,2020-03-10 12:45:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,E NORTH DR,S WALNUT ST,,,,39.144752,-86.531888,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE BACKING,OTHER - EXPLAIN IN NARRATIVE,ENORTHDRSWALNUTST,NONE,2020-03-10 16:25:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,E LAW LN,,,,,0.0,0.0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ELAWLNTENTHST,NONE,2020-03-10 17:30:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S GRANT ST,E KIRKWOOD AVE,,50.0,S,39.16664,-86.529696,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR END,EKIRKWOODAVESGRANTST,NONE,2020-03-10 18:05:00
ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0.0,0,2.0,,125A,I-69 N,E SAMPLE RD,,370.0,S,39.26547061,-86.52202356,INTERSTATE,,RURAL,N,N,N,,DARK (LIGHTED),RAIN,WET,,TRAFFIC CIRCLE/ROUNDABOUT,,ASPHALT,LEFT OF CENTER,RAN OFF ROAD,ESAMPLERDI-69,,2020-03-10 19:12:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0,3209.0,,,E 10TH ST,ENTRANCE TO FOUNTAIN PARK APARTMENTS,,,,0.0,0.0,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,RAN OFF ROAD,EAST10THST,NONE,2020-03-10 20:15:00
ELLETTSVILLE PD,ELLETTSVILLE,1,0.0,0.0,0.0,0,,,,N HARTSTRAIT RD,W DALLAS LN,,,,0.0,0.0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,WET,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,OTHER - EXPLAIN IN NARRATIVE,NHARTSTRAITRDWDALLASLN,LANE CONTROL,2020-03-11 05:19:00
MONROE SD,BLOOMINGTON,2,0.0,1.0,0.0,0,,,,SR 48,N DANIEL'S WAY,,,,39.1648,-86.5991,STATE ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,WET,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,DANIELSWAYSR48W,TRAFFIC CONTROL SIGNAL,2020-03-11 05:41:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0,8325.0,,,SR 46,W FLATWOODS RD,,200.0,E,39.25203404,-86.6534396,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,SR46WWFLATWOODSRD,LANE CONTROL,2020-03-11 06:19:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,SR 446,RED OAK LN,,1000.0,N,0.0,0.0,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLOUDY,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,SREDOAKLNSR446S,NONE,2020-03-11 06:43:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,E 3RD ST,S OVERHILL DR,,,,39.164272,-86.501488,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EAST3RDSTSOUTHOVERHILLDR,STOP SIGN,2020-03-11 15:50:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,SR 48,S LIBERTY DR,,,,0.0,0.0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,HEAD ON BETWEEN TWO MOTOR VEHICLES,SLIBERTYDRW3RDST,TRAFFIC CONTROL SIGNAL,2020-03-11 17:55:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,S ROCKPORT RD,,,2500.0,E,0.0,0.0,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,UNSAFE SPEED,RAN OFF ROAD,HENNESSEYSTSROCKPORTRD,NONE,2020-03-11 20:38:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N CURRY PIKE,W PROFILE PKWY,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,TRAFFIC CIRCLE/ROUNDABOUT,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,CURRYPIKEPROFILEPKWY,TRAFFIC CONTROL SIGNAL,2020-03-12 08:58:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N UNION ST,E 10TH ST,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,TENTHSTUNIONST,TRAFFIC CONTROL SIGNAL,2020-03-12 11:35:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,S LEONARD SPRINGS RD,W MAYBURY MALL,,,,0.0,0.0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,CONCRETE,IMPROPER TURNING,RAN OFF ROAD,SOUTHLEONARDSPRINGSRDWESTMAYBURYMALL,NONE,2020-03-12 15:25:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,SR 46,E 10TH ST,,,,,,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,OPPOSITE DIRECTION SIDESWIPE,SR45SR46,TRAFFIC CONTROL SIGNAL,2020-03-12 17:10:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N COLLEGE AVE,W 10TH ST,,,,39.171744,-86.534768,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,NORTHCOLLEGEAVEWEST10THST,TRAFFIC CONTROL SIGNAL,2020-03-12 18:10:00
BLOOMINGTON PD,BLOOMINGTON,4,0.0,0.0,0.0,0,,,,SR 46,KINGSTON DR S,,40.0,E,39.16424,-86.492944,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,E3RDSTSKINGSTONDR,LANE CONTROL,2020-03-12 18:29:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,SR 46,SR 45,,,,,,STATE ROAD,N,URBAN,N,N,Y,LANE CLOSURE,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,SR45SR46,LANE CONTROL,2020-03-12 19:04:00
BLOOMINGTON PD,BLOOMINGTON,3,0.0,1.0,0.0,0,,,,SR 46,E EASTGATE LN (N),,,,39.17024,-86.501392,STATE ROAD,N,URBAN,N,N,B,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EEASTGATELNSR46N,NONE,2020-03-12 20:23:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,E 10TH ST,N JORDAN AVE,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,JORDANAVETENTHST,TRAFFIC CONTROL SIGNAL,2020-03-12 20:30:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,48,1,I-69 S,SR 48,,,,0.0,0.0,INTERSTATE,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,RAMP,CURVE/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,I69S,TRAFFIC CONTROL SIGNAL,2020-03-12 21:30:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,E 3RD ST,S JORDAN AVE,,75.0,E,,,LOCAL/CITY ROAD,N,URBAN,N,Y,N,,DARK (LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,LEFT TURN,JORDANAVETHIRDST,LANE CONTROL,2020-03-12 21:30:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,E KIRKWOOD AVE,,,200.0,E,39.16664,-86.529696,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,EKIRKWOODAVENGRANTST,NONE,2020-03-12 23:18:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N WALNUT ST,SR 45/46,,100.0,N,0.0,0.0,LOCAL/CITY ROAD,Y,URBAN,N,Y,N,,DARK (LIGHTED),CLEAR,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,NWALNUTSTSR46,LANE CONTROL,2020-03-13 00:53:00
ISP BLOOMINGTON 33,BLOOMINGTON,2,,0.0,0.0,0,,,,SR 45/46,N MILO B SAMPSON LN,,53.0,W,39.18628647,-86.52223651,STATE ROAD,,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,INTERCHANGE,,ASPHALT,UNSAFE SPEED,REAR END,NMILOBSAMPSONLNSTATERD45,,2020-03-13 07:30:00
ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0.0,1,,,,E SAMPLE RD,,,845.0,W,39.25865515,-86.50311871,LOCAL/CITY ROAD,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN ROADWAY,RAN OFF ROAD,ESAMPLERDNOLDSTATEROAD37,,2020-03-13 08:25:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0,4131.0,,,W WOODYARD RD,,,600.0,E,39.189648,-86.580496,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,RIGHT ANGLE,NPIONEERLNWWOODYARDRD,NONE,2020-03-13 12:56:00
MONROE SD,BLOOMINGTON,2,0.0,1.0,0.0,0,,,,S ROGERS ST,,,195.0,N,39.126448,-86.5388,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,CONCRETE,IMPROPER PASSING,SAME DIRECTION SIDESWIPE,SROGERSSTWSANJUANDR,NONE,2020-03-13 17:40:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,N WALNUT ST,W 7TH ST,,,,39.16864,-86.533568,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,LEFT OF CENTER,SAME DIRECTION SIDESWIPE,7THSTWALNUTST,TRAFFIC CONTROL SIGNAL,2020-03-14 02:00:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,2,,,,N THOMAS RD,,,900.0,S,39.213744,-86.6304,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,NTHOMASRDWTULIPST,NONE,2020-03-14 08:03:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,SR 46,S PLEASANT RIDGE RD,,,,39.16424,-86.4892,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,3RDSTSPLEASANTRIDGERD,NONE,2020-03-14 11:53:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,2.0,0.0,0,,,,S WALNUT ST,E HILLSIDE DR,,,,39.150544,-86.5336,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,EHILLSIDEDRSWALNUTST,TRAFFIC CONTROL SIGNAL,2020-03-14 14:59:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,E GRIMES LN,S WASHINGTON ST,,,,0.0,0.0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EGRIMESLNSWASHINGTONST,STOP SIGN,2020-03-14 15:13:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0,,,,S LEONARD SPRINGS RD,W TAPP RD,,,,39.13704,-86.582512,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SOUTHLEONARDSPRINGSRDTAPPRD,STOP SIGN,2020-03-14 15:40:00
MONROE SD,BLOOMINGTON,1,0.0,2.0,0.0,0,,,,W REEVES RD,,,1200.0,E,,,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,CONCRETE,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,NCOUNTYLINERDWREEVESRD,NONE,2020-03-14 20:29:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0,,,,N HEADLEY RD,,,1700.0,N,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLOUDY,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RAN OFF ROAD,HEADLYRDTREADWELLLN,NONE,2020-03-15 02:00:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,S KETCHAM RD,,,2640.0,S,,,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,FLUCKMILLRDSKETCHAMRD,NONE,2020-03-15 04:16:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0,,,,I-69 S,,,300.0,N,,,INTERSTATE,N,RURAL,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,I69S126.0,NONE,2020-03-15 23:52:00
ELLETTSVILLE PD,ELLETTSVILLE,1,0.0,0.0,0.0,1,,,,N UNION VALLEY RD,W TANGLEWOOD RD,,100.0,N,,,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,NORTHUNIONVALLEYRDWESTTANGLEWOODRD,LANE CONTROL,2020-03-16 08:55:00
