Agency,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control,DateTime
DNR LAW ENFORCEMENT,BLOOMINGTON,2,0.0,0.0,0.0,0.0,1188.0,,,N SEWELL,,,,,39.17458,-86.37843,UNKNOWN,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,GRAVEL,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,BACKING CRASH,SEWELLRD,NONE,2019-08-09 10:03:00
BLOOMINGTON PD,BLOOMINGTON,3,0.0,2.0,0.0,0.0,2200.0,,,S WALNUT,E SOUTHERN DR,,300.0,S,39.14984,-86.533392,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,2200SOUTHWALNUTSTESOUTHERNDR,NONE,2019-08-09 16:19:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 48,DANIELS WAY,,,,39.1648,-86.5991,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,DANIELSWAYSR48W,TRAFFIC CONTROL SIGNAL,2019-08-09 14:42:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W CLUB HOUSE,N KINSER PIKE,,,,39.20082,-86.54286,LOCAL/CITY ROAD,N,URBAN,Y,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,CURVE/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,COUNTRYCLUBDRNKINSERPIKE,STOP SIGN,2019-08-09 11:23:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,W GOURLEY,N MONROE ST,,,,39.186448,-86.546816,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NMONROESTWGOURLEYPIKE,STOP SIGN,2019-08-09 14:28:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,9301.0,,,S FAIRFAX,,,,,39.015008,-86.482144,UNKNOWN,N,RURAL,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,Y-INTERSECTION,STRAIGHT/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,SFAIRFAXRD,NONE,2019-08-10 00:30:00
MONROE SD,BLOOMINGTON,1,0.0,1.0,1.0,0.0,,,,SR 48,S GARRISON CHAPEL RD,,,,39.163552,-86.649696,STATE ROAD,Y,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,CURVE/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RAN OFF ROAD,GARRISONCHAPELRDSR48W,NONE,2019-08-10 22:20:00
BLOOMINGTON PD,BLOOMINGTON,3,0.0,0.0,0.0,0.0,,,,W KIRKWOOD,N JACKSON ST,,,,39.166688,-86.539808,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE SPEED,REAR END,JACKSONSTKIRKWOODAVE,NONE,2019-08-10 01:45:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,W BLOOMFIELD,S OAKDALE DR,,,,39.148544,-86.571504,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,CURVE/GRADE,CONCRETE,RAN OFF ROAD RIGHT,RAN OFF ROAD,SOAKDALEDRWBLOOMFIELDRD,TRAFFIC CONTROL SIGNAL,2019-08-11 18:44:00
MONROE SD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,I-69 S,,,5.0,N,41.12433659,-85.18432635,INTERSTATE,N,RURAL,N,Y,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,CONCRETE,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,I69S109.5,NONE,2019-08-11 08:24:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,N ILLINOIS,W 11TH ST,,50.0,N,39.173344,-86.550304,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,NILLINOISSTW11THST,NONE,2019-08-11 05:17:00
MONROE SD,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,S FAIRFAX,E CLEVE BUTCHER RD,,50.0,N,39.059984,-86.498432,COUNTY ROAD,N,RURAL,N,N,N,,UNKNOWN,CLEAR,DRY,,T-INTERSECTION,CURVE/LEVEL,ASPHALT,UNSAFE SPEED,RAN OFF ROAD,ECLEVEBUTCHERRDSFAIRFAXRD,NONE,2019-08-11 17:10:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S WALNUT,E 3RD ST,,,,39.16464,-86.5336,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,3RDSTWALNUTST,TRAFFIC CONTROL SIGNAL,2019-08-12 12:22:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E 4TH,S DUNN ST,,75.0,W,39.165648,-86.528144,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OVERCORRECTING/OVERSTEERING,SAME DIRECTION SIDESWIPE,E4THSTSDUNNST,NONE,2019-08-12 10:47:00
MONROE SD,BLOOMINGTON,2,0.0,2.0,0.0,0.0,,,,S OLD SR 37,W MOORMAN RD,,100.0,N,39.038576,-86.541184,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,HEAD ON BETWEEN TWO MOTOR VEHICLES,SOLDSTATEROAD37RDWMOORMANRD,NONE,2019-08-12 16:51:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,S ROGERS,W COOLIDGE DR,,,,39.14125,-86.53883,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,SROGERSSTWCOOLIDGEDR,NONE,2019-08-12 15:15:00
BLOOMINGTON PD,BLOOMINGTON,3,0.0,3.0,0.0,0.0,,,,W 3RD,S MULLER PKWY,,,,39.1645,-86.5627,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,RAILROAD CROSSINGS,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SMULLERPKWYW3RDST,NONE,2019-08-12 11:15:00
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,1600.0,,,SR 45,N PETE ELLIS DR,,,,39.171504,-86.512288,UNKNOWN,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,E10THSTREETST,NONE,2019-08-13 14:00:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,N WALNUT,N FRITZ DR,,,,39.191248,-86.532896,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,STEERING FAILURE,REAR END,FRITZDRNWALNUTST,NONE,2019-08-13 18:18:00
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0.0,0.0,,,,S 2ND,SR 46,,,,39.232064,-86.622176,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,2NDST46HWY,STOP SIGN,2019-08-13 14:38:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,2500.0,,,S ROCKPORT,,,,,39.14107,-86.54566,UNKNOWN,Y,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,ROCKPORTRD,NONE,2019-08-13 03:06:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,3291.0,,,S WALNUT ST PIKE,,,,,39.165648,-86.5336,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,UNSAFE SPEED,RAN OFF ROAD,SWALNUTSTREETPIKE,NONE,2019-08-13 19:08:00
ISP BLOOMINGTON 33,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,SR 446,E HAYS RD,,,,39.04464,-86.407952,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,WET,,T-INTERSECTION,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,EASTHAYSRDSR446,LANE CONTROL,2019-08-13 06:02:00
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0.0,0.0,,,,SR 46,N BRIAR GATE DR,,200.0,E,39.21659,-86.59643731,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,BRIARGATEDRSR46W,LANE CONTROL,2019-08-13 17:04:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,SR 46,,,1200.0,E,39.20566084,-86.57043574,STATE ROAD,N,URBAN,N,Y,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,CONCRETE,RAN OFF ROAD RIGHT,RAN OFF ROAD,SR46WWARLINGTONRD,NONE,2019-08-13 08:30:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W TAPP,S LEONARD SPRINGS RD,,,,0.0,0.0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SLEONARDSPRINGSRDWTAPPRD,STOP SIGN,2019-08-13 15:22:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E WINSLOW,S WALNUT ST PIKE,,,,39.136144,-86.528688,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,WALNUTSTPIKEWINSLOWRD,NONE,2019-08-14 07:50:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 45/46,N DUNN ST,,150.0,W,39.186352,-86.52902538,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,ESTATERD46HWYNDUNNST,NONE,2019-08-14 17:50:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S HENDERSON,E WINSLOW RD,,,,39.136144,-86.5268,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EASTWINSLOWRDSHENDERSONST,TRAFFIC CONTROL SIGNAL,2019-08-14 17:15:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N CURRY,W PROFILE PKWY,,,,39.17198,-86.58299,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NCURRYPIKEWPROFILEPKWY,TRAFFIC CONTROL SIGNAL,2019-08-14 12:36:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W 3RD,S CORY LN,,,,39.164544,-86.560096,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SCORYLNW3RDST,TRAFFIC CONTROL SIGNAL,2019-08-14 13:32:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E ATWATER,S MITCHELL ST,,,,39.16308,-86.51418,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EATWATERAVESMITCHELLST,STOP SIGN,2019-08-14 16:05:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S LAKE RIDGE,S POINTE RIDGE LN,,,,39.03046,-86.50652,UNKNOWN,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,IMPROPER TURNING,RIGHT TURN,LAKERIDGEDRSPOINTERIDGELN,NONE,2019-08-14 16:35:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 45/46,,,2640.0,W,39.18692,-86.54642151,STATE ROAD,N,RURAL,N,Y,Y,X-OVER/LANE SHIFT,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,CONCRETE,FOLLOWING TOO CLOSELY,REAR END,NSTONELAKEDRSR46W,LANE CONTROL,2019-08-14 15:33:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W KIRKWOOD,S MAPLE ST,,,,39.16672,-86.542096,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,BRAKE FAILURE OR DEFECTIVE,REAR END,SMAPLESTWKIRKWOODAVE,LANE CONTROL,2019-08-14 00:38:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,SR 45/46,N KINSER PIKE,,100.0,W,39.186544,-86.537888,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NKINSERPIKEWSTATEROAD4546RD,TRAFFIC CONTROL SIGNAL,2019-08-15 15:25:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S CURRY,SR 48,,,,39.16464,-86.58296,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,CURRYPIKEW3RDST,TRAFFIC CONTROL SIGNAL,2019-08-15 15:49:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S WALNUT,S ORCHARD LN,,450.0,N,39.11584,-86.5312,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,BRAKE FAILURE OR DEFECTIVE,REAR END,SOLDSTATEROAD37RDSORCHARDLN,NONE,2019-08-15 07:44:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,E WINSLOW,S ALLENDALE DR,,,,39.134465,-86.515935,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EWINSLOWRDSALLENDALEDR,STOP SIGN,2019-08-15 13:40:00
ISP BLOOMINGTON 33,BLOOMINGTON,1,0.0,1.0,0.0,1.0,,,,I-69 N,,,200.0,N,0.0,0.0,INTERSTATE,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,CONCRETE,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,I69104.5,LANE CONTROL,2019-08-15 21:13:00
MONROE SD,ELLETTSVILLE,2,0.0,0.0,0.0,0.0,,,,N RIDGEWOOD,N CRIDER DR,,,,39.212016,-86.59872,COUNTY ROAD,Y,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,IMPROPER LANE USAGE,SAME DIRECTION SIDESWIPE,NCRIDERDRNRIDGEWOODDR,LANE CONTROL,2019-08-15 13:11:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S FAIRFAX,E SANDERS SECOND AVE,,,,39.0821,-86.5158,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ESANDERSSECONDAVESFAIRFAXRD,NONE,2019-08-15 07:22:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,S FAIRFAX,E SCOTT RD,,200.0,N,39.05754132,-86.498432,COUNTY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,FAIRFAXRDSCOTTLN,NONE,2019-08-15 03:43:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,S FRIENDSHIP,E LAMPKINS RIDGE RD,,500.0,N,39.14409777,-86.40724501,COUNTY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,GRAVEL,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,RAN OFF ROAD,FRIENDSHIPRDLAMPKINSRIDGERD,NONE,2019-08-15 20:59:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W ROGERS,,,1500.0,W,39.06392,-86.54084018,COUNTY ROAD,N,RURAL,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OPPOSITE DIRECTION SIDESWIPE,SOLDSTATEROAD37RDWROGERSRD,NONE,2019-08-15 19:57:00
ISP BLOOMINGTON 33,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,I-69 S,SR 45,Y,500.0,N,0.0,0.0,INTERSTATE,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,BLOOMFIELDRDI69,LANE CONTROL,2019-08-16 10:35:00
BLOOMINGTON PD,BLOOMINGTON,3,0.0,1.0,0.0,0.0,,,,W COUNTRY CLUB,S WALNUT ST,,,,39.13597,-86.53111,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR END,SWALNUTSTWCOUNTRYCLUBDR,TRAFFIC CONTROL SIGNAL,2019-08-16 22:00:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,N CURRY,W PROFILE PKWY,,500.0,N,39.22486217,-86.58299,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NCURRYPIKEWPROFILEPKWY,NONE,2019-08-16 19:08:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,I-69 S,,,0.0,N,41.30251288,-85.08735685,INTERSTATE,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,I69S124.5,LANE CONTROL,2019-08-16 17:08:00
MONROE SD,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,,,S LEONARD SPRINGS,W CEDAR CHASE DR,,400.0,N,39.131648,-86.582496,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,SLEONARDSPRINGSRDWCEDARCHASEDR,LANE CONTROL,2019-08-16 09:46:00
DNR LAW ENFORCEMENT,ELLETTSVILLE,2,0.0,0.0,0.0,0.0,,,,SR 46,N RED HILL RD,,,,39.24574,-86.63672,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,REDHILLRDRDSR46W,NONE,2019-08-16 14:48:00
ISP BLOOMINGTON 33,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W 6TH,N COLLEGE AVE,,75.0,E,39.167648,-86.53451938,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,RIGHT TURN,6THSTCOLLEGEAVE,LANE CONTROL,2019-08-16 07:35:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W GOURLEY,W CASCADE AVE,,400.0,N,39.1852,-86.541952,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,LEFT OF CENTER,SAME DIRECTION SIDESWIPE,WCASCADEAVEWGOURLEYPIKE,NONE,2019-08-16 15:16:00
ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0.0,0.0,,,,W RITTER,S 1ST ST,,,,39.229424,-86.623584,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SOUTHFIRSTSTWESTRITTERST,STOP SIGN,2019-08-16 20:08:00
ISP BLOOMINGTON 33,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,N WAYPORT,E SAMPLE RD,,1500.0,N,39.42480248,-86.52079745,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,SAMPLERDWAYPORTRD,LANE CONTROL,2019-08-17 20:15:00
ISP BLOOMINGTON 33,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,E WINSLOW,S HIGH ST,,,,39.136415,-86.50834,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,,TRAFFIC CIRCLE/ROUNDABOUT,CURVE/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,HIGHSTWINSLOWRD,LANE CONTROL,2019-08-17 20:57:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,S COLLEGE MALL,COLLEGE MALL ACCESS,,,,0.0,0.0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,OPPOSITE DIRECTION SIDESWIPE,NACCESSTOCOLLEGEMALLRDSCOLLEGEMALLRD,TRAFFIC CONTROL SIGNAL,2019-08-17 23:00:00
MONROE SD,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,,,S LIBERTY,,,2000.0,N,39.36263498,-86.58277202,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,SLIBERYDRWCONSTITUTIONAVE,NONE,2019-08-17 01:01:00
MONROE SD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,W KIRKWOOD,N RITTER ST,,,,39.166832,-86.550992,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE SPEED,RIGHT ANGLE,NRITTERSTWKIRKWOODAVE,NONE,2019-08-17 18:03:00
BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0.0,1.0,,,,W OLD SR 37,E MEL CURRIE RD,,100.0,N,39.24750397,-86.50176,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,EMELCURRYRDNOLDSTATEROAD37HWY,NONE,2019-08-17 14:46:00
BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0.0,0.0,,,,SR 45/46,N COLLEGE AVE,,,,39.186352,-86.534704,STATE ROAD,N,URBAN,N,N,Y,WORK ON SHOULDER,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OVERCORRECTING/OVERSTEERING,SAME DIRECTION SIDESWIPE,NCOLLEGEAVESR46W,TRAFFIC CONTROL SIGNAL,2019-08-18 00:33:00
